type,hts,year,desc,cntry,quantity_desc,fas,a
First Unit of Quantity,220870,2020,LIQUEURS AND CORDIALS,Georgia,proof liters,1025.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Georgia,proof liters,3201.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,Georgia,proof liters,4935.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Georgia,proof liters,6187.00,0.00
First Unit of Quantity,220870,2024,LIQUEURS AND CORDIALS,Georgia,proof liters,1919.00,0.00
First Unit of Quantity,220870,1996,LIQUEURS AND CORDIALS,Germany,proof liters,49619.00,0.00
First Unit of Quantity,220870,1997,LIQUEURS AND CORDIALS,Germany,proof liters,10597.00,0.00
First Unit of Quantity,220870,1998,LIQUEURS AND CORDIALS,Germany,proof liters,45665.00,0.00
First Unit of Quantity,220870,1999,LIQUEURS AND CORDIALS,Germany,proof liters,125593.00,0.00
First Unit of Quantity,220870,2000,LIQUEURS AND CORDIALS,Germany,proof liters,28900.00,0.00
First Unit of Quantity,220870,2001,LIQUEURS AND CORDIALS,Germany,proof liters,242335.00,0.00
First Unit of Quantity,220870,2002,LIQUEURS AND CORDIALS,Germany,proof liters,296306.00,0.00
First Unit of Quantity,220870,2003,LIQUEURS AND CORDIALS,Germany,proof liters,251390.00,0.00
First Unit of Quantity,220870,2004,LIQUEURS AND CORDIALS,Germany,proof liters,168796.00,0.00
First Unit of Quantity,220870,2005,LIQUEURS AND CORDIALS,Germany,proof liters,94587.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,Germany,proof liters,174458.00,0.00
First Unit of Quantity,220870,2007,LIQUEURS AND CORDIALS,Germany,proof liters,157078.00,0.00
First Unit of Quantity,220870,2008,LIQUEURS AND CORDIALS,Germany,proof liters,104296.00,0.00
First Unit of Quantity,220870,2009,LIQUEURS AND CORDIALS,Germany,proof liters,78475.00,0.00
First Unit of Quantity,220870,2010,LIQUEURS AND CORDIALS,Germany,proof liters,121268.00,0.00
First Unit of Quantity,220870,2011,LIQUEURS AND CORDIALS,Germany,proof liters,333618.00,0.00
First Unit of Quantity,220870,2012,LIQUEURS AND CORDIALS,Germany,proof liters,279645.00,0.00
First Unit of Quantity,220870,2013,LIQUEURS AND CORDIALS,Germany,proof liters,778263.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Germany,proof liters,297891.00,0.00
First Unit of Quantity,220870,2015,LIQUEURS AND CORDIALS,Germany,proof liters,142697.00,0.00
First Unit of Quantity,220870,2016,LIQUEURS AND CORDIALS,Germany,proof liters,115623.00,0.00
First Unit of Quantity,220870,2017,LIQUEURS AND CORDIALS,Germany,proof liters,21991.00,0.00
First Unit of Quantity,220870,2018,LIQUEURS AND CORDIALS,Germany,proof liters,104102.00,0.00
First Unit of Quantity,220870,2019,LIQUEURS AND CORDIALS,Germany,proof liters,43076.00,0.00
First Unit of Quantity,220870,2020,LIQUEURS AND CORDIALS,Germany,proof liters,19290.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Germany,proof liters,36523.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,Germany,proof liters,74215.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Germany,proof liters,19601.00,0.00
First Unit of Quantity,220870,2024,LIQUEURS AND CORDIALS,Germany,proof liters,218727.00,0.00
First Unit of Quantity,220870,2007,LIQUEURS AND CORDIALS,Ghana,proof liters,692.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Ghana,proof liters,864.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Ghana,proof liters,2241.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,Ghana,proof liters,121.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Ghana,proof liters,1624.00,0.00
First Unit of Quantity,220870,2024,LIQUEURS AND CORDIALS,Ghana,proof liters,7533.00,0.00
First Unit of Quantity,220870,1999,LIQUEURS AND CORDIALS,Gibraltar,proof liters,216.00,0.00
First Unit of Quantity,220870,1996,LIQUEURS AND CORDIALS,Greece,proof liters,849.00,0.00
First Unit of Quantity,220870,2000,LIQUEURS AND CORDIALS,Greece,proof liters,75120.00,0.00
First Unit of Quantity,220870,2001,LIQUEURS AND CORDIALS,Greece,proof liters,117014.00,0.00
First Unit of Quantity,220870,2002,LIQUEURS AND CORDIALS,Greece,proof liters,154829.00,0.00
First Unit of Quantity,220870,2003,LIQUEURS AND CORDIALS,Greece,proof liters,101008.00,0.00
First Unit of Quantity,220870,2004,LIQUEURS AND CORDIALS,Greece,proof liters,71654.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,Greece,proof liters,29655.00,0.00
First Unit of Quantity,220870,2007,LIQUEURS AND CORDIALS,Greece,proof liters,11769.00,0.00
First Unit of Quantity,220870,2010,LIQUEURS AND CORDIALS,Greece,proof liters,30852.00,0.00
First Unit of Quantity,220870,2011,LIQUEURS AND CORDIALS,Greece,proof liters,30852.00,0.00
First Unit of Quantity,220870,2012,LIQUEURS AND CORDIALS,Greece,proof liters,25710.00,0.00
First Unit of Quantity,220870,2013,LIQUEURS AND CORDIALS,Greece,proof liters,25710.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Greece,proof liters,15426.00,0.00
First Unit of Quantity,220870,2015,LIQUEURS AND CORDIALS,Greece,proof liters,17033.00,0.00
First Unit of Quantity,220870,2016,LIQUEURS AND CORDIALS,Greece,proof liters,10966.00,0.00
First Unit of Quantity,220870,2019,LIQUEURS AND CORDIALS,Greece,proof liters,1323.00,0.00
First Unit of Quantity,220870,2020,LIQUEURS AND CORDIALS,Greece,proof liters,378.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Greece,proof liters,246.00,0.00
First Unit of Quantity,220870,2009,LIQUEURS AND CORDIALS,Greenland,proof liters,663.00,0.00
First Unit of Quantity,220870,1997,LIQUEURS AND CORDIALS,Grenada,proof liters,11628.00,0.00
First Unit of Quantity,220870,1998,LIQUEURS AND CORDIALS,Grenada,proof liters,25000.00,0.00
First Unit of Quantity,220870,2000,LIQUEURS AND CORDIALS,Grenada,proof liters,3132.00,0.00
First Unit of Quantity,220870,2003,LIQUEURS AND CORDIALS,Grenada,proof liters,18090.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,Grenada,proof liters,722.00,0.00
First Unit of Quantity,220870,2008,LIQUEURS AND CORDIALS,Grenada,proof liters,1185.00,0.00
First Unit of Quantity,220870,2009,LIQUEURS AND CORDIALS,Grenada,proof liters,1698.00,0.00
First Unit of Quantity,220870,2010,LIQUEURS AND CORDIALS,Grenada,proof liters,140.00,0.00
First Unit of Quantity,220870,2011,LIQUEURS AND CORDIALS,Grenada,proof liters,2697.00,0.00
First Unit of Quantity,220870,2012,LIQUEURS AND CORDIALS,Grenada,proof liters,785.00,0.00
First Unit of Quantity,220870,2013,LIQUEURS AND CORDIALS,Grenada,proof liters,1021.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Grenada,proof liters,3058.00,0.00
First Unit of Quantity,220870,2016,LIQUEURS AND CORDIALS,Grenada,proof liters,805.00,0.00
First Unit of Quantity,220870,2017,LIQUEURS AND CORDIALS,Grenada,proof liters,748.00,0.00
First Unit of Quantity,220870,2018,LIQUEURS AND CORDIALS,Grenada,proof liters,145.00,0.00
First Unit of Quantity,220870,2019,LIQUEURS AND CORDIALS,Grenada,proof liters,228.00,0.00
First Unit of Quantity,220870,2020,LIQUEURS AND CORDIALS,Grenada,proof liters,982.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Grenada,proof liters,2249.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,Grenada,proof liters,8021.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Grenada,proof liters,7672.00,0.00
First Unit of Quantity,220870,2024,LIQUEURS AND CORDIALS,Grenada,proof liters,2466.00,0.00
First Unit of Quantity,220870,2000,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,16539.00,0.00
First Unit of Quantity,220870,2009,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,2136.00,0.00
First Unit of Quantity,220870,2010,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,395.00,0.00
First Unit of Quantity,220870,2011,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,9471.00,0.00
First Unit of Quantity,220870,2012,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,9877.00,0.00
First Unit of Quantity,220870,2013,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,80.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,12705.00,0.00
First Unit of Quantity,220870,2015,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,11936.00,0.00
First Unit of Quantity,220870,2016,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,12348.00,0.00
First Unit of Quantity,220870,2017,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,2058.00,0.00
First Unit of Quantity,220870,2018,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,6427.00,0.00
First Unit of Quantity,220870,2019,LIQUEURS AND CORDIALS,Guadeloupe,proof liters,2940.00,0.00
First Unit of Quantity,220870,1996,LIQUEURS AND CORDIALS,Guatemala,proof liters,1854.00,0.00
First Unit of Quantity,220870,1999,LIQUEURS AND CORDIALS,Guatemala,proof liters,55728.00,0.00
First Unit of Quantity,220870,2001,LIQUEURS AND CORDIALS,Guatemala,proof liters,1943.00,0.00
First Unit of Quantity,220870,2002,LIQUEURS AND CORDIALS,Guatemala,proof liters,3469.00,0.00
First Unit of Quantity,220870,2003,LIQUEURS AND CORDIALS,Guatemala,proof liters,21752.00,0.00
First Unit of Quantity,220870,2004,LIQUEURS AND CORDIALS,Guatemala,proof liters,5842.00,0.00
First Unit of Quantity,220870,2005,LIQUEURS AND CORDIALS,Guatemala,proof liters,20331.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,Guatemala,proof liters,10686.00,0.00
First Unit of Quantity,220870,2007,LIQUEURS AND CORDIALS,Guatemala,proof liters,4281.00,0.00
First Unit of Quantity,220870,2008,LIQUEURS AND CORDIALS,Guatemala,proof liters,7272.00,0.00
First Unit of Quantity,220870,2009,LIQUEURS AND CORDIALS,Guatemala,proof liters,3395.00,0.00
First Unit of Quantity,220870,2010,LIQUEURS AND CORDIALS,Guatemala,proof liters,8162.00,0.00
First Unit of Quantity,220870,2011,LIQUEURS AND CORDIALS,Guatemala,proof liters,5889.00,0.00
First Unit of Quantity,220870,2012,LIQUEURS AND CORDIALS,Guatemala,proof liters,14470.00,0.00
First Unit of Quantity,220870,2013,LIQUEURS AND CORDIALS,Guatemala,proof liters,6683.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Guatemala,proof liters,1922.00,0.00
First Unit of Quantity,220870,2015,LIQUEURS AND CORDIALS,Guatemala,proof liters,4281.00,0.00
First Unit of Quantity,220870,2016,LIQUEURS AND CORDIALS,Guatemala,proof liters,3234.00,0.00
First Unit of Quantity,220870,2017,LIQUEURS AND CORDIALS,Guatemala,proof liters,6200.00,0.00
First Unit of Quantity,220870,2018,LIQUEURS AND CORDIALS,Guatemala,proof liters,13595.00,0.00
First Unit of Quantity,220870,2019,LIQUEURS AND CORDIALS,Guatemala,proof liters,5533.00,0.00
First Unit of Quantity,220870,2020,LIQUEURS AND CORDIALS,Guatemala,proof liters,6315.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Guatemala,proof liters,13340.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,Guatemala,proof liters,9977.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Guatemala,proof liters,14909.00,0.00
First Unit of Quantity,220870,2024,LIQUEURS AND CORDIALS,Guatemala,proof liters,28713.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Guinea,proof liters,329.00,0.00
First Unit of Quantity,220870,1998,LIQUEURS AND CORDIALS,Guyana,proof liters,36938.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Guyana,proof liters,324.00,0.00
First Unit of Quantity,220870,2015,LIQUEURS AND CORDIALS,Guyana,proof liters,2682.00,0.00
First Unit of Quantity,220870,2018,LIQUEURS AND CORDIALS,Guyana,proof liters,213.00,0.00
First Unit of Quantity,220870,2020,LIQUEURS AND CORDIALS,Guyana,proof liters,4008.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Guyana,proof liters,644.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,Guyana,proof liters,3162.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Guyana,proof liters,1228.00,0.00
First Unit of Quantity,220870,2024,LIQUEURS AND CORDIALS,Guyana,proof liters,2311.00,0.00
First Unit of Quantity,220870,1996,LIQUEURS AND CORDIALS,Haiti,proof liters,4721.00,0.00
First Unit of Quantity,220870,1998,LIQUEURS AND CORDIALS,Haiti,proof liters,48474.00,0.00
First Unit of Quantity,220870,1999,LIQUEURS AND CORDIALS,Haiti,proof liters,93.00,0.00
First Unit of Quantity,220870,2000,LIQUEURS AND CORDIALS,Haiti,proof liters,3103.00,0.00
First Unit of Quantity,220870,2001,LIQUEURS AND CORDIALS,Haiti,proof liters,9189.00,0.00
First Unit of Quantity,220870,2002,LIQUEURS AND CORDIALS,Haiti,proof liters,2513.00,0.00
First Unit of Quantity,220870,2003,LIQUEURS AND CORDIALS,Haiti,proof liters,9605.00,0.00
First Unit of Quantity,220870,2004,LIQUEURS AND CORDIALS,Haiti,proof liters,199.00,0.00
First Unit of Quantity,220870,2005,LIQUEURS AND CORDIALS,Haiti,proof liters,246.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,Haiti,proof liters,3319.00,0.00
First Unit of Quantity,220870,2007,LIQUEURS AND CORDIALS,Haiti,proof liters,2636.00,0.00
First Unit of Quantity,220870,2008,LIQUEURS AND CORDIALS,Haiti,proof liters,563.00,0.00
First Unit of Quantity,220870,2011,LIQUEURS AND CORDIALS,Haiti,proof liters,1201.00,0.00
First Unit of Quantity,220870,2012,LIQUEURS AND CORDIALS,Haiti,proof liters,1079.00,0.00
First Unit of Quantity,220870,2013,LIQUEURS AND CORDIALS,Haiti,proof liters,635.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Haiti,proof liters,2743.00,0.00
First Unit of Quantity,220870,2015,LIQUEURS AND CORDIALS,Haiti,proof liters,928.00,0.00
First Unit of Quantity,220870,2016,LIQUEURS AND CORDIALS,Haiti,proof liters,158.00,0.00
First Unit of Quantity,220870,2017,LIQUEURS AND CORDIALS,Haiti,proof liters,368.00,0.00
First Unit of Quantity,220870,2018,LIQUEURS AND CORDIALS,Haiti,proof liters,719.00,0.00
First Unit of Quantity,220870,2019,LIQUEURS AND CORDIALS,Haiti,proof liters,2429.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Haiti,proof liters,528.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,Haiti,proof liters,350.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Haiti,proof liters,608.00,0.00
First Unit of Quantity,220870,1996,LIQUEURS AND CORDIALS,Honduras,proof liters,9266.00,0.00
First Unit of Quantity,220870,1997,LIQUEURS AND CORDIALS,Honduras,proof liters,1235.00,0.00
First Unit of Quantity,220870,1998,LIQUEURS AND CORDIALS,Honduras,proof liters,1749.00,0.00
First Unit of Quantity,220870,2000,LIQUEURS AND CORDIALS,Honduras,proof liters,2579.00,0.00
First Unit of Quantity,220870,2001,LIQUEURS AND CORDIALS,Honduras,proof liters,3649.00,0.00
First Unit of Quantity,220870,2002,LIQUEURS AND CORDIALS,Honduras,proof liters,32555.00,0.00
First Unit of Quantity,220870,2003,LIQUEURS AND CORDIALS,Honduras,proof liters,3368.00,0.00
First Unit of Quantity,220870,2004,LIQUEURS AND CORDIALS,Honduras,proof liters,27103.00,0.00
First Unit of Quantity,220870,2005,LIQUEURS AND CORDIALS,Honduras,proof liters,5875.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,Honduras,proof liters,1194.00,0.00
First Unit of Quantity,220870,2008,LIQUEURS AND CORDIALS,Honduras,proof liters,642.00,0.00
First Unit of Quantity,220870,2009,LIQUEURS AND CORDIALS,Honduras,proof liters,11658.00,0.00
First Unit of Quantity,220870,2010,LIQUEURS AND CORDIALS,Honduras,proof liters,3853.00,0.00
First Unit of Quantity,220870,2011,LIQUEURS AND CORDIALS,Honduras,proof liters,2391.00,0.00
First Unit of Quantity,220870,2012,LIQUEURS AND CORDIALS,Honduras,proof liters,21275.00,0.00
First Unit of Quantity,220870,2013,LIQUEURS AND CORDIALS,Honduras,proof liters,10436.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Honduras,proof liters,853.00,0.00
First Unit of Quantity,220870,2015,LIQUEURS AND CORDIALS,Honduras,proof liters,2704.00,0.00
First Unit of Quantity,220870,2016,LIQUEURS AND CORDIALS,Honduras,proof liters,330.00,0.00
First Unit of Quantity,220870,2017,LIQUEURS AND CORDIALS,Honduras,proof liters,1582.00,0.00
First Unit of Quantity,220870,2018,LIQUEURS AND CORDIALS,Honduras,proof liters,6971.00,0.00
First Unit of Quantity,220870,2019,LIQUEURS AND CORDIALS,Honduras,proof liters,2149.00,0.00
First Unit of Quantity,220870,2020,LIQUEURS AND CORDIALS,Honduras,proof liters,1392.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Honduras,proof liters,6148.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,Honduras,proof liters,14527.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Honduras,proof liters,31275.00,0.00
First Unit of Quantity,220870,2024,LIQUEURS AND CORDIALS,Honduras,proof liters,18492.00,0.00
First Unit of Quantity,220870,1996,LIQUEURS AND CORDIALS,Hong Kong,proof liters,15640.00,0.00
First Unit of Quantity,220870,1998,LIQUEURS AND CORDIALS,Hong Kong,proof liters,7365.00,0.00
First Unit of Quantity,220870,1999,LIQUEURS AND CORDIALS,Hong Kong,proof liters,24165.00,0.00
First Unit of Quantity,220870,2000,LIQUEURS AND CORDIALS,Hong Kong,proof liters,18758.00,0.00
First Unit of Quantity,220870,2001,LIQUEURS AND CORDIALS,Hong Kong,proof liters,163259.00,0.00
First Unit of Quantity,220870,2002,LIQUEURS AND CORDIALS,Hong Kong,proof liters,37693.00,0.00
First Unit of Quantity,220870,2003,LIQUEURS AND CORDIALS,Hong Kong,proof liters,25154.00,0.00
First Unit of Quantity,220870,2004,LIQUEURS AND CORDIALS,Hong Kong,proof liters,95635.00,0.00
First Unit of Quantity,220870,2005,LIQUEURS AND CORDIALS,Hong Kong,proof liters,12260.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,Hong Kong,proof liters,15714.00,0.00
First Unit of Quantity,220870,2007,LIQUEURS AND CORDIALS,Hong Kong,proof liters,11042.00,0.00
First Unit of Quantity,220870,2008,LIQUEURS AND CORDIALS,Hong Kong,proof liters,9405.00,0.00
First Unit of Quantity,220870,2009,LIQUEURS AND CORDIALS,Hong Kong,proof liters,2786.00,0.00
First Unit of Quantity,220870,2010,LIQUEURS AND CORDIALS,Hong Kong,proof liters,11701.00,0.00
First Unit of Quantity,220870,2011,LIQUEURS AND CORDIALS,Hong Kong,proof liters,32299.00,0.00
First Unit of Quantity,220870,2012,LIQUEURS AND CORDIALS,Hong Kong,proof liters,11269.00,0.00
First Unit of Quantity,220870,2013,LIQUEURS AND CORDIALS,Hong Kong,proof liters,10943.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Hong Kong,proof liters,12490.00,0.00
First Unit of Quantity,220870,2015,LIQUEURS AND CORDIALS,Hong Kong,proof liters,31985.00,0.00
First Unit of Quantity,220870,2016,LIQUEURS AND CORDIALS,Hong Kong,proof liters,30313.00,0.00
First Unit of Quantity,220870,2017,LIQUEURS AND CORDIALS,Hong Kong,proof liters,35879.00,0.00
First Unit of Quantity,220870,2018,LIQUEURS AND CORDIALS,Hong Kong,proof liters,33073.00,0.00
First Unit of Quantity,220870,2019,LIQUEURS AND CORDIALS,Hong Kong,proof liters,42327.00,0.00
First Unit of Quantity,220870,2020,LIQUEURS AND CORDIALS,Hong Kong,proof liters,9645.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Hong Kong,proof liters,10852.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,Hong Kong,proof liters,16542.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Hong Kong,proof liters,43638.00,0.00
First Unit of Quantity,220870,2024,LIQUEURS AND CORDIALS,Hong Kong,proof liters,21102.00,0.00
First Unit of Quantity,220870,2002,LIQUEURS AND CORDIALS,Hungary,proof liters,882.00,0.00
First Unit of Quantity,220870,2003,LIQUEURS AND CORDIALS,Hungary,proof liters,882.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,Hungary,proof liters,470.00,0.00
First Unit of Quantity,220870,2013,LIQUEURS AND CORDIALS,Hungary,proof liters,23888.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Hungary,proof liters,11333.00,0.00
First Unit of Quantity,220870,2015,LIQUEURS AND CORDIALS,Hungary,proof liters,2867.00,0.00
First Unit of Quantity,220870,2016,LIQUEURS AND CORDIALS,Hungary,proof liters,932.00,0.00
First Unit of Quantity,220870,2017,LIQUEURS AND CORDIALS,Hungary,proof liters,2230.00,0.00
First Unit of Quantity,220870,2018,LIQUEURS AND CORDIALS,Hungary,proof liters,630.00,0.00
First Unit of Quantity,220870,2019,LIQUEURS AND CORDIALS,Hungary,proof liters,1890.00,0.00
First Unit of Quantity,220870,2020,LIQUEURS AND CORDIALS,Hungary,proof liters,2919.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Hungary,proof liters,1806.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,Hungary,proof liters,4763.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Hungary,proof liters,6913.00,0.00
First Unit of Quantity,220870,2024,LIQUEURS AND CORDIALS,Hungary,proof liters,2499.00,0.00
First Unit of Quantity,220870,1996,LIQUEURS AND CORDIALS,Iceland,proof liters,6350.00,0.00
First Unit of Quantity,220870,2000,LIQUEURS AND CORDIALS,Iceland,proof liters,21554.00,0.00
First Unit of Quantity,220870,2001,LIQUEURS AND CORDIALS,Iceland,proof liters,3113.00,0.00
First Unit of Quantity,220870,2002,LIQUEURS AND CORDIALS,Iceland,proof liters,819.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,Iceland,proof liters,214.00,0.00
First Unit of Quantity,220870,2009,LIQUEURS AND CORDIALS,Iceland,proof liters,216.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Iceland,proof liters,233.00,0.00
First Unit of Quantity,220870,1997,LIQUEURS AND CORDIALS,India,proof liters,2461.00,0.00
First Unit of Quantity,220870,2000,LIQUEURS AND CORDIALS,India,proof liters,1368.00,0.00
First Unit of Quantity,220870,2002,LIQUEURS AND CORDIALS,India,proof liters,739.00,0.00
First Unit of Quantity,220870,2003,LIQUEURS AND CORDIALS,India,proof liters,1260.00,0.00
First Unit of Quantity,220870,2004,LIQUEURS AND CORDIALS,India,proof liters,2310.00,0.00
First Unit of Quantity,220870,2005,LIQUEURS AND CORDIALS,India,proof liters,1155.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,India,proof liters,714.00,0.00
First Unit of Quantity,220870,2007,LIQUEURS AND CORDIALS,India,proof liters,1092.00,0.00
First Unit of Quantity,220870,2008,LIQUEURS AND CORDIALS,India,proof liters,3772.00,0.00
First Unit of Quantity,220870,2009,LIQUEURS AND CORDIALS,India,proof liters,3456.00,0.00
First Unit of Quantity,220870,2010,LIQUEURS AND CORDIALS,India,proof liters,1108.00,0.00
First Unit of Quantity,220870,2011,LIQUEURS AND CORDIALS,India,proof liters,269.00,0.00
First Unit of Quantity,220870,2012,LIQUEURS AND CORDIALS,India,proof liters,1109.00,0.00
First Unit of Quantity,220870,2013,LIQUEURS AND CORDIALS,India,proof liters,5559.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,India,proof liters,6238.00,0.00
First Unit of Quantity,220870,2015,LIQUEURS AND CORDIALS,India,proof liters,14548.00,0.00
First Unit of Quantity,220870,2016,LIQUEURS AND CORDIALS,India,proof liters,16611.00,0.00
First Unit of Quantity,220870,2017,LIQUEURS AND CORDIALS,India,proof liters,25321.00,0.00
First Unit of Quantity,220870,2018,LIQUEURS AND CORDIALS,India,proof liters,42747.00,0.00
First Unit of Quantity,220870,2019,LIQUEURS AND CORDIALS,India,proof liters,40412.00,0.00
First Unit of Quantity,220870,2020,LIQUEURS AND CORDIALS,India,proof liters,25008.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,India,proof liters,64298.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,India,proof liters,171255.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,India,proof liters,149906.00,0.00
First Unit of Quantity,220870,2024,LIQUEURS AND CORDIALS,India,proof liters,15851.00,0.00
First Unit of Quantity,220870,2019,LIQUEURS AND CORDIALS,Indonesia,proof liters,1130.00,0.00
First Unit of Quantity,220870,2020,LIQUEURS AND CORDIALS,Indonesia,proof liters,19022.00,0.00
First Unit of Quantity,220870,2021,LIQUEURS AND CORDIALS,Indonesia,proof liters,1766.00,0.00
First Unit of Quantity,220870,2022,LIQUEURS AND CORDIALS,Indonesia,proof liters,2013.00,0.00
First Unit of Quantity,220870,2023,LIQUEURS AND CORDIALS,Indonesia,proof liters,554.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,Iraq,proof liters,3400.00,0.00
First Unit of Quantity,220870,1996,LIQUEURS AND CORDIALS,Ireland,proof liters,26993.00,0.00
First Unit of Quantity,220870,1999,LIQUEURS AND CORDIALS,Ireland,proof liters,1947.00,0.00
First Unit of Quantity,220870,2000,LIQUEURS AND CORDIALS,Ireland,proof liters,575.00,0.00
First Unit of Quantity,220870,2002,LIQUEURS AND CORDIALS,Ireland,proof liters,2568.00,0.00
First Unit of Quantity,220870,2003,LIQUEURS AND CORDIALS,Ireland,proof liters,8230.00,0.00
First Unit of Quantity,220870,2006,LIQUEURS AND CORDIALS,Ireland,proof liters,10260.00,0.00
First Unit of Quantity,220870,2009,LIQUEURS AND CORDIALS,Ireland,proof liters,1724.00,0.00
First Unit of Quantity,220870,2012,LIQUEURS AND CORDIALS,Ireland,proof liters,10349.00,0.00
First Unit of Quantity,220870,2013,LIQUEURS AND CORDIALS,Ireland,proof liters,10604.00,0.00
First Unit of Quantity,220870,2014,LIQUEURS AND CORDIALS,Ireland,proof liters,24606.00,0.00
First Unit of Quantity,220870,2015,LIQUEURS AND CORDIALS,Ireland,proof liters,14693.00,0.00
First Unit of Quantity,220870,2016,LIQUEURS AND CORDIALS,Ireland,proof liters,8910.00,0.00
First Unit of Quantity,220870,2018,LIQUEURS AND CORDIALS,Ireland,proof liters,6273.00,0.00
