type,hts,year,desc,cntry,quantity_desc,fas,a
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Angola,Value for: kilograms,44351.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Antigua and Barbuda,Value for: kilograms,12552.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Antigua and Barbuda,Value for: kilograms,23138.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Argentina,Value for: kilograms,4332.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Argentina,Value for: kilograms,68380.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Argentina,Value for: kilograms,35348.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Argentina,Value for: kilograms,67619.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Aruba,Value for: kilograms,65984.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Aruba,Value for: kilograms,85438.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Aruba,Value for: kilograms,4700.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Australia,Value for: kilograms,212265.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Australia,Value for: kilograms,3900.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Australia,Value for: kilograms,16584.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Australia,Value for: kilograms,14704.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Australia,Value for: kilograms,26232.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Australia,Value for: kilograms,30974.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Austria,Value for: kilograms,4451.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Austria,Value for: kilograms,7083.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Austria,Value for: kilograms,9034.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bahamas,Value for: kilograms,48526.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bahamas,Value for: kilograms,43252.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bahamas,Value for: kilograms,7200.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bahamas,Value for: kilograms,164758.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bahamas,Value for: kilograms,233308.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bahamas,Value for: kilograms,296686.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bahamas,Value for: kilograms,180916.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bahrain,Value for: kilograms,3000.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Barbados,Value for: kilograms,12696.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Barbados,Value for: kilograms,12026.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Barbados,Value for: kilograms,32468.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Barbados,Value for: kilograms,12222.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Belgium,Value for: kilograms,22650.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Belgium,Value for: kilograms,24976.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bermuda,Value for: kilograms,12309.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bermuda,Value for: kilograms,5600.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bolivia,Value for: kilograms,12620.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bolivia,Value for: kilograms,2760.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bolivia,Value for: kilograms,2816.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bolivia,Value for: kilograms,3960.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bolivia,Value for: kilograms,2944.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Bolivia,Value for: kilograms,13390.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Brazil,Value for: kilograms,13318.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Brazil,Value for: kilograms,54679.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Brazil,Value for: kilograms,549018.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Brazil,Value for: kilograms,703822.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Canada,Value for: kilograms,336557.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Canada,Value for: kilograms,1231421.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Canada,Value for: kilograms,2261702.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Canada,Value for: kilograms,3287344.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Canada,Value for: kilograms,3273356.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Canada,Value for: kilograms,3532556.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Canada,Value for: kilograms,2220659.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Cayman Islands,Value for: kilograms,10000.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Chile,Value for: kilograms,4224.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,China,Value for: kilograms,8704.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,China,Value for: kilograms,2530.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Colombia,Value for: kilograms,201432.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Colombia,Value for: kilograms,5400.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Colombia,Value for: kilograms,97925.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Colombia,Value for: kilograms,26256.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Colombia,Value for: kilograms,160811.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Costa Rica,Value for: kilograms,4225.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Costa Rica,Value for: kilograms,64650.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Czechia (Czech Republic),Value for: kilograms,224500.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Czechia (Czech Republic),Value for: kilograms,106750.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Czechoslovakia,Value for: kilograms,72160.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Denmark,Value for: kilograms,6285.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Denmark,Value for: kilograms,2800.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Dominica,Value for: kilograms,3750.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Dominican Republic,Value for: kilograms,2760.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Dominican Republic,Value for: kilograms,76855.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Dominican Republic,Value for: kilograms,9801.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Dominican Republic,Value for: kilograms,21445.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Dominican Republic,Value for: kilograms,109507.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Ecuador,Value for: kilograms,8380.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Ecuador,Value for: kilograms,7307.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Ecuador,Value for: kilograms,19279.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Egypt,Value for: kilograms,7671.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Egypt,Value for: kilograms,207392.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Egypt,Value for: kilograms,62116.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,El Salvador,Value for: kilograms,42750.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,El Salvador,Value for: kilograms,2565.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,El Salvador,Value for: kilograms,127181.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,El Salvador,Value for: kilograms,95580.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,El Salvador,Value for: kilograms,117000.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,El Salvador,Value for: kilograms,128525.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,El Salvador,Value for: kilograms,75200.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Finland,Value for: kilograms,35483.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,France,Value for: kilograms,24224.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,France,Value for: kilograms,7372.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,France,Value for: kilograms,157448.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,French Polynesia,Value for: kilograms,6500.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,French Polynesia,Value for: kilograms,2611.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Germany,Value for: kilograms,27205.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Germany,Value for: kilograms,375716.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Germany,Value for: kilograms,41782.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Germany,Value for: kilograms,36798.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Germany,Value for: kilograms,10896.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Ghana,Value for: kilograms,56640.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Greece,Value for: kilograms,22403.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Guadeloupe,Value for: kilograms,9070.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Guadeloupe,Value for: kilograms,31424.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Guatemala,Value for: kilograms,14290.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Guatemala,Value for: kilograms,20160.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Guatemala,Value for: kilograms,14051.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Guatemala,Value for: kilograms,13500.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Guatemala,Value for: kilograms,7291.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Guatemala,Value for: kilograms,85352.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Guinea,Value for: kilograms,3374.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Haiti,Value for: kilograms,35500.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Honduras,Value for: kilograms,15023.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Hong Kong,Value for: kilograms,8300.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Hong Kong,Value for: kilograms,144537.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Hungary,Value for: kilograms,6600.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Hungary,Value for: kilograms,35920.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Hungary,Value for: kilograms,113929.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Hungary,Value for: kilograms,41646.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Indonesia,Value for: kilograms,59393.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Ireland,Value for: kilograms,146606.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Ireland,Value for: kilograms,18483.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Ireland,Value for: kilograms,85156.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Ireland,Value for: kilograms,5000.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Ireland,Value for: kilograms,22044.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Israel,Value for: kilograms,245439.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Israel,Value for: kilograms,48000.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Israel,Value for: kilograms,12486.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Israel prior to 1989,Value for: kilograms,4492.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Italy,Value for: kilograms,184005.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Italy,Value for: kilograms,18243.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Jamaica,Value for: kilograms,12873.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Jamaica,Value for: kilograms,2644.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Japan,Value for: kilograms,199022.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Japan,Value for: kilograms,288367.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Japan,Value for: kilograms,2700130.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Japan,Value for: kilograms,2824558.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Japan,Value for: kilograms,443596.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Japan,Value for: kilograms,613761.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Japan,Value for: kilograms,640131.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Jordan,Value for: kilograms,7639.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Jordan,Value for: kilograms,46775.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Jordan,Value for: kilograms,60627.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Jordan,Value for: kilograms,20370.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Latvia,Value for: kilograms,67686.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Latvia,Value for: kilograms,40312.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Lebanon,Value for: kilograms,20000.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Malaysia,Value for: kilograms,5750.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Malaysia,Value for: kilograms,33774.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Mexico,Value for: kilograms,240263.00,
FAS Value,220810,1990,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Mexico,Value for: kilograms,62284.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Mexico,Value for: kilograms,295685.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Mexico,Value for: kilograms,651435.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Mexico,Value for: kilograms,760484.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Mexico,Value for: kilograms,961007.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Mexico,Value for: kilograms,1731264.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Netherlands,Value for: kilograms,10267.00,
FAS Value,220810,1992,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Netherlands,Value for: kilograms,122931.00,
FAS Value,220810,1993,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Netherlands,Value for: kilograms,291763.00,
FAS Value,220810,1994,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Netherlands,Value for: kilograms,138000.00,
FAS Value,220810,1995,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Netherlands,Value for: kilograms,144070.00,
FAS Value,220810,1989,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Netherlands Antilles ,Value for: kilograms,4323.00,
FAS Value,220810,1991,COMPOUND ALCOHOLIC PREPARATIONS OF A KIND USED FOR THE MANUFACTURE OF BEVERAGES,Netherlands Antilles ,Value for: kilograms,50204.00,
