code,hhi,value,tariffed,phase2
570241,2564.33334689327,1540690,1,0
570242,2729.54020793565,11728252,1,0
570249,1225.20394575756,186482,1,0
570250,3438.80108012509,1991181,0,0
570291,2585.70656433333,822646,1,0
570292,5287.95285345843,1698470,1,0
570299,1404.43693905108,632433,0,0
570310,2511.51293343559,5125255,0,0
570321,8440.24101673019,5331678,1,0
570329,5260.79982518338,153945922,0,0
570331,7772.27709873532,14917324,1,0
570339,5934.20699848347,59089324,0,0
570390,2392.51677836396,1682855,0,0
570410,5881.8459703992,435608,1,0
570420,2660.70449463076,158048,1,0
570490,2978.89420111995,14383687,1,1
570500,3597.0041555233,12591681,1,0
580110,3733.79349209233,1754836,1,1
580121,8727.68344161089,50031,1,1
580123,3304.65738793251,79307,1,1
580126,3616.37014922173,12754,1,1
580127,3087.88230025626,448647,1,1
580131,5397.76511951795,122490,1,1
580132,7597.42082068818,20412,1,1
580133,3154.84023827214,191657,1,1
580136,1608.48260469057,2909611,1,1
580137,2031.28515964566,3295944,1,1
580190,2358.29960016696,417938,1,1
580210,2424.53792868864,28823,1,1
580220,3280.95226793148,45093,1,1
580230,3809.14719042694,25892,1,1
580300,2174.93734765086,708668,0,0
580410,3966.94637523456,288747,1,1
580421,1790.58127896448,35814,1,1
580429,3874.81450980685,117855,1,1
580430,5386.47566005245,16283,1,1
580500,4237.37966640071,52366,0,0
580610,2730.64589762037,2918243,1,1
580620,3124.43300512532,1393289,1,1
580631,1800.92011499797,1324423,1,1
580632,810.489502162266,15130332,1,1
580639,1977.31454828662,200306,1,1
580640,3581.81511411683,781498,1,1
580710,1326.31886011746,3870993,1,1
580790,1799.07791287152,553663,1,1
580810,1573.1167526589,1205231,1,1
580890,2203.56838244252,357361,1,1
580900,8343.23968988336,91897,1,1
581010,5452.11779069421,9644,1,1
581091,2294.11221837506,51520,1,1
581092,2048.99213059398,498680,1,1
581099,2104.78152405742,76892,1,1
581100,4431.6037384304,3191597,1,1
590110,4280.75665391247,187362,1,1
590190,2114.84987796061,604210,0,0
590210,7441.60444734298,14091740,1,1
590220,8933.33531002454,22629173,1,1
590290,9047.39776141717,826809,1,1
590310,944.674623714407,15685759,0,0
590320,1894.97711007336,33647012,0,0
590390,701.694891526424,34073342,0,0
590410,4084.43169746712,2241632,1,1
590490,7232.75527450879,2329500,0,0
590500,2622.41303350968,1840024,0,0
590610,1569.32818341143,19114987,1,1
590691,2828.20677100908,1320551,1,1
590699,2648.36475539668,21507431,0,0
590700,1147.11397492717,8920465,0,0
590800,4477.42632440107,2999817,0,0
590900,1180.46211865511,7288887,0,0
591000,1261.25644023549,7717331,1,1
591110,2326.08932578906,12295048,1,1
591120,1947.79602597443,3444598,1,1
591131,3708.992936858,3854958,1,1
591132,2572.64540331394,21796314,1,1
591140,2049.93298023516,2535369,1,1
591190,542.424304594292,49691813,1,1
600110,2000.7258442599,509023,1,1
600121,3758.43777545471,47626,1,1
600122,1712.85241638146,766988,1,1
600129,10000,28593,1,1
600191,5773.75160292072,37677,1,1
600192,984.593637963267,564230,1,1
600199,5045.30369781463,5694,1,1
600240,2468.69965982052,926441,1,1
600290,3525.67544438328,520996,1,1
600330,2074.92642347051,3492343,1,1
600390,5831.98162855079,142845,1,1
600410,2560.76298515541,2074833,1,1
600490,2621.01813846527,238341,1,1
600521,6033.70842309111,38571,1,1
600522,5669.53190485967,416563,1,1
600523,10000,7744,1,1
600524,10000,5132,1,1
600535,4467.72411991828,516166,1,1
600536,3358.59246378863,3180816,1,1
600537,1329.25992492406,2875349,1,1
600538,2637.61319420823,358381,1,1
600539,3378.5161186027,1042902,1,1
600542,4614.97121378249,139587,1,1
600590,3465.13215339498,1614226,1,1
600610,7572.14102455446,278763,1,1
600621,2355.64195282858,106236,0,0
600622,2891.729608439,53538,0,0
600623,9508.38114228391,138241,0,0
600624,3717.49930990088,19374,0,0
600631,2506.4543016091,4893635,1,1
600632,2196.36883524203,2564909,1,1
600633,2832.73083726576,1632670,1,1
600634,4948.17706007045,1102378,1,1
600642,4175.84641474055,209168,1,1
600643,5159.50993288575,89636,1,1
600644,10000,2577,1,1
600690,2243.13366702103,49147,1,1
610120,1830.03641808075,5476586,1,0
610130,968.791536344438,4113310,1,0
610190,1345.68891396174,236519,1,0
610210,3914.02375278781,321895,1,0
610220,2098.97425869413,3020105,1,0
610230,1662.03130503511,5593985,1,0
610290,2492.6737801559,62431,1,0
610310,7700.22834978515,571702,0,0
610322,5201.78225994138,711456,1,0
610323,3535.45615829726,380666,1,0
610329,5717.04922999494,8965,1,0
610331,2645.53513493375,19660,1,0
610332,2362.9534357051,143750,1,0
610333,2319.6638790753,362302,1,0
610339,3001.80139454049,114134,0,0
610341,1861.29033614729,67403,1,0
610342,1872.57278108561,8063798,1,0
610343,1645.69895537528,8558562,1,0
610349,8331.11128514554,269330,1,0
610413,10000,3017,1,0
610419,2919.10882929359,33662,1,0
610422,3410.79876309539,447406,1,0
610423,5989.94657849193,1047910,1,0
610429,3479.43254233559,55918,1,0
610431,2941.39128831973,101304,1,0
610432,3180.14563536444,90194,1,0
610433,2539.52625099182,742019,1,0
610439,5385.77486829061,155063,0,0
610441,3169.12478930164,149708,1,0
610442,2288.51151638941,2711282,1,0
610443,2763.31531720618,11995569,1,0
610444,3823.94567694963,2217976,1,0
610449,2316.5847887641,319509,1,0
610451,2198.64739465925,22626,1,0
610452,3178.9040454713,679390,1,0
610453,2475.35752448438,833688,1,0
610459,2258.87138992605,185440,0,0
610461,2568.19369305664,155285,1,0
610462,1961.78486323074,6730592,1,0
610463,2460.76404502003,14489138,1,0
610469,3619.13518092208,956536,1,0
610510,1068.98343471888,5854122,1,0
610520,972.443270291805,10362448,1,0
610590,2218.3043851098,343054,1,0
610610,2777.57814954292,6746087,1,0
610620,5281.67300305166,7743320,1,0
610690,1843.91610006677,233991,1,0
610711,1551.29671815124,2035158,1,0
610712,2286.25879069027,3609369,1,0
610719,2773.40764034958,59377,1,0
610721,3688.79814385839,328832,1,0
610722,2434.16904907925,340120,1,0
610729,10000,8237,1,0
610791,3460.67928898581,109595,1,0
610799,1508.07012024523,492884,1,0
610811,3582.46701109671,82034,1,0
610819,8568.91388856502,33801,1,0
610821,2765.44611400555,2696819,1,0
610822,2318.59521350888,9247976,1,0
610829,7513.42634076009,207100,1,0
610831,2739.1964802458,2264707,1,0
610832,3656.8772565004,4465133,1,0
610839,7540.54353165143,20043,1,0
610891,1386.6766160064,289049,1,0
610892,2575.36284433377,978875,1,0
610899,4658.57089796999,83077,1,0
610910,1273.30915120296,83097752,1,0
610990,1329.46201346636,29814810,1,0
611011,1939.14300941198,3539372,0,0
611012,2405.76832099344,2481093,0,0
611019,5604.78567624984,571620,0,0
611020,1267.25825814548,69842690,1,0
611030,1937.7312829575,83678165,1,0
611090,1129.15792545472,2038116,1,0
611120,1541.95976446044,5013569,1,0
611130,3011.04175761338,1429551,1,0
611190,2728.66065261508,300394,1,0
611211,5901.27179880245,45270,1,0
611212,3299.53416422141,111091,1,0
611219,4908.8285826794,19334,1,0
611220,6392.64842058511,32746,1,0
611231,1848.37425167124,223276,1,0
611239,5206.4534624975,11496,1,0
611241,2023.92924945858,5786810,1,0
611249,4136.6811239851,48130,1,0
611300,1214.88061139948,3174027,0,0
611420,2161.11547606452,3309985,1,0
611430,1037.90405366324,12972154,1,0
611490,4272.13923652015,541369,1,0
611510,6955.46198444558,10242860,0,0
611521,2968.64651181465,528627,1,0
611522,5334.87425236765,186401,1,0
611529,6803.11581981145,76289,1,0
611530,3079.37827483504,99752,1,0
611594,5121.90441647018,10561293,1,0
611595,3492.90035864276,7826991,1,0
611596,1741.92023401853,16014189,1,0
611599,2855.34620818665,989736,1,0
611610,1598.3229239206,14225049,1,0
611691,3955.33933765833,99267,1,0
611692,1657.51572652103,280598,1,0
611693,1281.6260544789,6299699,1,0
611699,5454.82378918486,781422,1,0
611710,1681.63277266045,1295061,0,0
611780,2353.33684099412,2793801,0,0
611790,4339.6193301125,490605,0,0
620120,3158.49178064879,1507911,1,0
620130,2392.49170340903,8840088,0,0
620140,1147.87839301265,28123727,0,0
620190,631.991518216623,1065351,1,0
620220,4226.57495685663,4576132,1,0
620230,1769.71627226851,4588799,1,0
620240,1592.96421670276,19732769,1,0
620290,1396.54903828378,617968,0,0
620311,3903.8014900457,4776208,1,0
620312,2912.57388289468,508379,1,0
620319,3911.75067974429,454486,0,0
620322,5311.29783156308,99191,1,0
620323,3080.27522255296,108352,1,0
620329,6844.92434138235,333788,0,0
620331,5423.34459463224,7922966,1,0
620332,1659.33843758432,500270,1,0
620333,1057.64570890804,910101,1,0
620339,2139.16499090263,627897,0,0
620341,2642.00436343086,1478465,1,0
620342,1538.3215772452,45843377,1,0
620343,1262.0992360937,31495297,1,0
620349,2833.53374519676,3444921,1,0
620411,5815.54559289994,20529,1,0
620412,3605.2001916862,26316,1,0
620413,2252.66791371881,28982,1,0
620419,5051.26019847394,17885,0,0
620422,5947.97147861299,27861,1,0
620423,2570.27855142834,159265,1,0
620429,4219.07765827781,52448,1,0
620431,3764.80432219109,926636,1,0
620432,2124.13421048031,926143,1,0
620433,2748.93802387433,3116892,1,0
620439,3320.42333104713,1112985,0,0
620441,4412.86257286343,514937,1,0
620442,2132.02447864221,4723583,1,0
620443,2633.35689591217,15938716,1,0
620444,2862.60932577724,4324737,1,0
620449,2463.55834177755,4334021,1,0
620451,3799.91592682214,83345,1,0
620452,3298.87742095687,1535283,1,0
620453,1845.71990069489,1843904,1,0
620459,2908.78363834565,752496,0,0
620461,4175.79720645758,522920,1,0
620462,2816.11185275731,50669123,1,0
620463,1856.95589196618,10748333,1,0
620469,3270.60911069355,6954478,1,0
620520,994.189004124523,11614089,1,0
620530,1502.34378320805,17200223,1,0
620590,1224.19558398452,1856512,0,0
620610,3635.29155699579,1083545,1,0
620620,4084.89379519071,47052,1,0
620630,2096.2400360793,6245802,1,0
620640,2411.81352033957,7386589,1,0
620690,3004.05460363968,1540989,1,0
620711,3186.22370249608,224979,1,0
620719,3597.06898625478,196591,1,0
620721,2109.63697167597,77935,1,0
620722,10000,14102,1,0
620791,2545.77371919608,246658,1,0
620799,3410.18710108019,165366,0,0
620811,3851.80878559771,36470,1,0
620819,5425.15586142284,7620,1,0
620821,2756.82260072569,316231,1,0
620822,3329.9255895425,710695,1,0
620829,3191.19984388635,88427,1,0
620891,1950.40334463565,326072,1,0
620892,2899.43428842979,511345,1,0
620899,3567.9485805264,106885,1,0
620920,1850.4013855617,802162,1,0
620930,2301.62786831872,476176,1,0
620990,5589.87298135891,665899,1,0
621010,1335.39583677472,14307945,0,0
621020,2001.9354443706,11245735,0,0
621030,2475.58873153673,7728708,0,0
621040,933.378639526523,6246420,0,0
621050,1430.29518696708,3958816,0,0
621111,1761.99674151225,2491458,1,0
621112,2017.06945360759,290192,0,0
621120,4158.87759524765,218855,1,0
621132,2371.7289963472,27936033,1,0
621133,1319.49304943064,23122479,1,0
621139,6132.49267185708,1858245,0,0
621142,2084.34088397749,3148500,1,0
621143,1042.94121566333,11417476,0,0
621149,2082.82848708464,1604971,0,0
621210,3508.7837018538,24539130,1,0
621220,5148.49815013083,2192621,1,0
621230,2216.80510892608,38405,1,0
621290,1100.6763437625,930475,1,0
621320,2799.06708964336,71243,1,0
621390,2196.64363669798,246452,0,0
621410,5071.48312915127,707723,0,0
621420,2803.38501215931,1063788,0,0
621430,2054.91156844321,634086,0,0
621440,3546.98334716657,97824,1,0
621490,1864.89307266287,56565,1,0
621510,3380.37298607226,37974,1,0
621520,4194.00770011905,277126,1,0
621590,2087.95404148256,40036,1,0
621600,975.825465096787,5847910,1,0
621710,937.209728113846,4435477,1,0
621790,2427.85619884857,1496075,1,0
630110,3871.63464587471,685241,1,0
630120,5609.28940393136,1454422,1,0
630130,1646.59957745572,851472,1,0
630140,1038.31467419749,5634630,1,0
630190,1035.81307769586,586610,1,0
630210,1684.36939739574,2170422,1,0
630221,3389.37024629535,4405450,1,0
630222,3473.43554989117,661826,1,0
630229,2397.05842835801,41324,1,0
630231,1399.07128161441,18808123,1,0
630232,1247.34736413682,9625187,1,0
630239,1180.05801281041,293682,1,0
630240,2182.60637390921,80723,1,0
630251,1409.31854248505,849675,1,0
630253,1420.45264307816,1677481,1,0
630259,3527.11091710875,195038,0,0
630260,804.364630858725,8754205,1,0
630291,961.636995684391,805114,1,0
630293,3236.88279479803,2321399,1,0
630299,1677.3738630303,124630,0,0
630312,3036.87150388861,646783,1,0
630319,4424.82885004645,631926,1,0
630391,2282.48558596881,631525,1,0
630392,1827.81238070836,22982912,0,0
630399,1124.88012188309,829800,1,0
630411,3942.60531943252,18349,1,0
630419,1152.15298033943,263878,1,0
630491,2240.92111349854,1043254,0,0
630492,2888.38414522953,832289,0,0
630493,1509.5990299063,3074226,0,0
630499,1667.89437627381,366897,0,0
630510,1708.14987359017,206327,1,0
630520,2866.3365857888,771051,1,0
630532,2025.84569277213,8409688,1,0
630533,2614.01060905764,10257087,1,0
630539,2433.82404278384,4804578,1,0
630590,1773.28611291631,1569297,1,0
630612,1004.1911107903,11706198,1,0
630619,1773.34618740424,2331513,1,0
630622,645.873854818282,11521147,1,0
630629,758.229814401183,2122444,1,0
630630,1317.45414755919,266447,1,0
630640,2057.13279753446,3369611,1,0
630690,836.971527246375,1054856,0,0
630710,664.629974685152,11602365,0,0
630720,1088.50794693805,3514570,1,0
630790,596.530078492005,105382246,0,0
630800,2878.03508700895,66675,1,0
630900,905.491495511594,37734929,0,0
631010,1790.50379602464,153497,1,0
631090,1839.43417192353,1001467,1,0
640110,2377.92863112898,1850408,0,0
640192,1316.8715178994,1014324,0,0
640199,2663.09085466758,517268,0,0
640212,1750.10299078445,5642363,1,0
640219,2416.20411304927,2417595,0,0
640220,2311.05207562007,681335,0,0
640291,4920.1224438511,12441589,0,0
640299,3270.75780536804,42991205,0,0
640312,2846.94127363886,42625,1,0
640319,891.805370016902,2874242,0,0
640320,3046.31045955542,43941,1,0
640340,7054.8129722184,4852710,1,0
640351,1480.42186843973,3819477,0,0
640359,2815.05480978813,5429126,0,0
640391,972.774683520258,26642896,1,0
640399,997.25306549138,29337412,0,0
640411,1829.03808123917,39817038,0,0
640419,2466.0202159072,27179579,0,0
640420,2221.38339356046,1156907,0,0
640510,1926.54238625061,685924,0,0
640520,3250.13303048396,3462696,0,0
640590,781.647904167506,6266062,1,0
640610,1733.9475932639,360162,0,0
640620,4146.72088967372,1111762,1,1
640690,1059.71912094373,7431556,0,0
650100,3798.41190759705,214286,1,1
650200,2188.88416358002,32681,1,1
650400,2732.89215678396,2677971,0,0
650500,978.12238133208,54977141,0,0
650610,808.436556347103,51925804,0,0
650691,2121.08274790493,512382,1,0
650699,1244.29915455647,549497,0,0
650700,1292.59764053067,5231556,1,1
660110,1679.53529248089,4249959,1,1
660191,5544.74228527242,2254683,1,1
660199,1794.63179965339,1552132,1,1
660200,1053.64474581826,278704,0,0
660320,2141.98607158955,302614,1,1
660390,2359.02289121822,1000682,1,1
670100,1921.02482722057,159072,0,0
670210,2784.54215080514,3047620,1,1
670290,2815.18910563437,4277106,0,0
670300,1887.93479434168,199010,1,1
670411,4453.35970430486,5807515,1,1
670419,2208.04893177375,7081404,1,1
670420,2275.51589647912,6180041,1,1
670490,4471.80480807203,2320451,1,1
680100,2566.40615075437,1167764,1,1
680210,2586.33994315689,337806,0,0
680221,1737.51810109803,746338,1,1
680223,1363.9165118024,2147927,1,1
680229,5299.83375727605,7663476,1,1
680291,1509.1093058342,3893004,1,1
680292,3308.40238302442,7410210,1,1
680293,2060.10239363537,3020475,1,1
680299,2420.16727830513,20095356,1,1
680300,4581.93131685689,1831005,0,0
680410,1433.00656291458,1583564,1,1
680421,1022.61460224447,12345091,1,1
680422,1159.77361686964,29562224,1,1
680423,3203.08513809034,254493,1,1
680430,1790.62427456312,1808092,1,1
680510,1312.22358212254,12374020,1,1
680520,2950.25308331299,15645058,1,1
680530,1442.62573226348,35230721,1,1
680610,2092.43616081675,63237040,1,1
680620,1409.07701719261,25436445,1,1
680690,1854.22980799495,93986090,1,1
680710,1002.6745062887,64609276,1,1
680790,1716.74891328284,257844381,1,1
680800,2513.50655964108,2411699,1,1
680911,1367.36652942327,89700851,1,1
680919,1129.8443221282,56995364,1,1
680990,4336.61344124076,680335,0,0
681011,1500.85577833905,13396293,1,1
681019,1705.1461448185,27447061,1,1
681091,1351.21319297087,16484842,1,1
681099,982.126288579044,72404666,1,1
681181,9423.74242969,339229,1,1
681182,3661.00919517784,160064324,1,1
681189,4402.95475672632,960841,1,1
681299,4075.08132313492,185436,1,1
681320,2363.61885851743,224900,0,0
681381,1719.71787759251,9890577,0,0
681389,2930.5155870944,1751734,1,1
681410,1881.62433374902,1209343,1,1
681490,6049.00089818561,1513031,1,1
681511,2864.69059800598,8623953,1,1
681512,1890.79405853748,4554041,1,1
681513,1166.89809149219,5958900,1,1
681519,1214.58960496981,30219289,1,1
681520,9959.43272745916,2692750,1,1
681591,4658.98646072389,15717091,0,0
681599,949.671253184274,22181716,0,0
690100,1748.17951344394,2724592,1,1
690210,3166.85301124978,9545295,1,1
690220,1314.66060672574,25652428,1,1
690290,1278.80156208384,3773074,1,1
690310,2555.7507810092,2100123,1,1
690320,1996.66059298526,36427025,1,1
690390,1594.72979381307,19904019,1,1
690410,1306.6903018135,34833641,1,1
690490,2035.84246354098,291028,0,0
690510,9186.36810471823,956570,1,1
690590,7806.68902763693,378196,1,1
690600,2562.03624018201,293476,1,1
690721,2240.70191253828,17151022,0,0
690722,1896.15089190317,4429003,0,0
690723,2531.40656925193,1726777,0,0
690730,2389.15393061567,2143928,0,0
690740,2645.21081286681,5473890,0,0
690911,1728.39212667645,3878280,1,1
690912,1651.48563452954,2648260,0,0
690919,3184.7268443368,71863322,0,0
690990,3818.87518024993,1341923,1,1
691010,1907.08368625606,32112282,0,0
691090,2203.02753712397,18097773,1,0
691110,1345.58463162686,7837381,0,0
691190,1360.80810385283,219606,1,1
691200,970.148231499098,14286330,0,0
691310,1022.35614111134,810841,1,1
691390,1329.96571139066,4959710,0,0
691410,2695.75193132485,1191943,0,0
691490,4271.92277202592,27280257,1,1
700100,1721.34557158594,1965010,1,1
700210,1839.87155943177,240702,1,1
700220,3294.83435866588,408136,1,1
700231,1889.91175655768,1093018,1,1
700232,6708.87626443191,77939,1,1
700239,1781.16354386669,601776,1,1
700312,2770.38643156189,1040615,1,1
700319,2445.40956748291,2163502,1,1
700320,10000,91795,1,1
700330,4996.67742670832,100035,1,1
700420,2968.84790846715,122613,1,1
700490,1515.26283100324,382674,1,1
700510,1188.02669034336,158199358,1,1
700521,4346.02858176337,32868916,1,1
700529,2057.06058589576,92877369,1,1
700530,4079.45175245617,29486,1,1
700600,1261.14197507875,4871915,1,1
700719,2088.1501047344,36828078,1,1
700721,3827.04935686164,80813533,1,1
700729,1094.98319872925,14903879,1,1
700800,2036.1158483028,136418786,1,1
700910,5122.99541012425,158476504,0,0
700991,1077.85789658678,2391539,1,1
700992,1281.26675071429,8168633,1,1
701010,3438.40822119548,160922,1,1
701020,3509.70080220561,367101,1,1
701090,1412.58171522313,231185352,1,1
701110,2337.23383557681,208350,1,1
701120,10000,3036,0,0
701190,4213.23122828277,205752,1,1
701310,1394.94177497799,903135,1,0
701322,3410.3084433193,97034,1,0
701328,3943.83206580182,3678516,1,0
701333,2611.55812770975,47792,1,0
701337,5016.97459231136,14377642,1,0
701341,4529.82419679591,38870,1,0
701342,2106.02398770095,181317,1,0
701349,4834.4454128957,31642204,1,0
701391,3291.58405948195,461931,1,0
701399,3556.13468747955,25035185,1,0
701400,4724.99257830655,4302602,1,1
701510,7320.75873857829,20702,0,0
701590,2912.66379714103,26931,1,1
701610,2290.84173562848,1549983,1,1
701690,4040.10169838276,5413245,1,1
701710,938.009297155373,2417714,1,1
701720,1532.3947149911,3136072,1,1
701790,780.463335036247,11928826,1,1
701810,3278.72961900846,6071442,1,1
701820,1926.3628286034,3039564,1,1
701890,2107.54022250675,737706,1,1
701911,2595.96411319056,6811164,1,1
701912,4549.31982079463,12724743,1,1
701913,4262.18921769935,771130,1,1
701914,2571.07126336564,7074404,1,1
701915,4197.06420622732,17591437,1,1
701919,1665.0026702689,27135698,1,1
701961,1356.0474958673,1567053,1,1
701962,1808.02935358312,1937323,1,1
701963,4827.16959841264,3973720,1,1
701964,1366.3346238604,3702514,1,1
701965,4297.88553197151,699857,1,1
701966,7374.04317530537,4657495,1,1
701969,2582.52039610149,17179917,1,1
701971,2300.99163670855,52781283,1,1
701972,9147.20128381899,2484621,1,1
701973,2908.77372763148,343063,1,1
701980,2015.95785635472,123492308,1,1
701990,623.364243496585,79123498,1,1
702000,1334.0513623955,9400183,0,0
710110,5407.97510660616,15183,1,1
710121,3337.2734698014,78193,1,1
710122,4527.76163939133,828801,1,1
710210,7999.29201980032,434989,1,1
710221,5078.29071191068,319813,1,1
710229,5801.17696871188,471994,1,1
710231,10000,354795,1,1
710239,4274.72384277972,119385854,1,0
710310,1548.15441743654,855690,1,1
710391,3036.01291770752,4535622,1,1
710399,2298.96797914289,3437554,1,1
710410,2613.34958469988,114290,1,1
710421,3764.29140760343,1877895,1,1
710429,4383.93578703809,87120,1,1
710491,5001.94455363787,20541922,1,1
710499,3315.47002295049,2365153,1,1
710510,3749.53781507568,5978641,1,1
710590,2814.8273119016,29453,1,1
710610,6626.96455625259,14341025,1,1
710691,2762.22390038731,258903979,1,0
710692,2511.79653755871,224256115,1,0
710700,4021.64112339449,832194,1,1
710811,3665.41751833243,107294,1,1
710812,2108.12817798411,619758745,1,1
710813,2480.08793200522,20643165,1,1
710900,3059.04500343054,405238,1,1
711011,3946.74279036279,19170976,1,1
711019,4455.47106439305,6853065,1,1
711021,9966.74902574377,469945417,1,0
711029,6362.97831285972,37110603,1,0
711031,9996.63447416268,166907586,1,1
711039,9587.53209149825,6706026,1,1
711041,9043.2218729887,1980238,1,1
711049,7515.63796121112,130592,1,1
711100,10000,34650,1,1
711230,3279.41860006644,4971163,1,1
711291,7213.01789317179,3852348849,1,1
711292,457.174536786335,44483520,1,1
711299,1999.16365876158,356909961,1,1
711311,4205.05549539215,90304541,0,0
711319,1979.45462258021,468954900,0,0
711320,1411.69057770292,2256848,0,0
711411,1468.1978333827,355046,1,1
711419,4813.8059452787,529721,1,1
711420,2147.93781955587,50373,1,1
711510,8216.02746795194,630456,1,1
711590,4645.97282967381,320471720,1,0
711610,3427.7258225808,1487035,1,1
711620,2092.55011916594,23543077,0,0
711711,5141.66783194722,389724,1,1
711719,1417.91764214394,23288706,0,0
711790,1547.04290302298,6847213,1,1
711810,1363.5436476199,630767,1,1
711890,3459.28884548193,89334172,1,1
720110,4523.39246387775,432665,1,1
720150,4541.55377691133,70342,1,1
720211,4090.11666298613,11522781,1,1
720219,2692.09507141297,10761281,1,1
720221,2834.45874503324,8069686,1,1
720229,3760.88339722323,1365240,1,1
720230,1889.26563724522,20381125,1,1
720241,1443.10275903214,13965946,1,1
720249,3151.39459075865,4149107,1,1
720250,10000,169969,1,1
720270,2324.01919131394,32166236,1,1
720280,8447.84827968247,34812,1,1
720291,3983.95733238747,3213423,1,1
720292,4726.04832919295,4520654,1,1
720293,7982.25144918298,5432352,1,1
720299,4357.38343533214,6185931,1,1
720310,5002.21507417641,6699,1,1
720390,8766.14277725414,6295390,1,1
720410,2768.09215324932,16895013,1,1
720421,1159.74249155655,50420727,1,1
720429,1155.0607548811,23662181,1,1
720430,5919.49193074033,7110744,1,1
720441,1324.9308842003,14901880,1,1
720449,1760.96840041123,103128858,1,1
720450,4562.9230221036,1070215,1,1
720510,5320.59385212537,6897529,1,1
720521,2995.92363981051,2896255,1,1
720529,5087.62494523355,19608099,1,1
720610,7055.32874254321,5198179,1,1
720690,2280.5711307497,222727,1,1
720711,4542.72200514571,462253,1,1
720712,2954.71617383332,3315265,1,1
720719,3400.33467153924,1072346,1,1
720720,4254.12381886021,53632818,1,1
720810,3183.72000968471,12594860,1,1
720825,1229.17118009418,9635140,1,1
720826,2872.24072944942,80584140,1,1
720827,2661.56861678472,115098972,1,1
720836,3091.60155200988,6871967,1,1
720837,3126.75270512986,34053037,1,1
720838,2037.23831114114,25318704,1,1
720839,2508.980734639,34239630,1,1
720840,1570.09894262979,1588851,1,1
720851,1866.41290768997,178092088,1,1
720852,1552.81555853004,51462545,1,1
720853,2210.54101977296,10579330,1,1
720854,1661.25236062228,3265443,1,1
720890,6524.83965169749,17204188,1,1
720915,2898.02103788096,1558876,1,1
720916,1798.07630152873,124756895,1,1
720917,1952.98491334395,40071846,1,1
720918,3804.35387190436,6039587,1,1
720925,2031.92989210047,258618,1,1
720926,7162.59209304287,5834231,1,1
720927,2629.65406660435,175647,1,1
720928,4319.80069658986,312909,1,1
720990,1844.38046357914,1660351,1,1
721011,5595.8635113476,8494936,1,1
721012,4770.70850238018,10780330,1,1
721020,8796.68835643133,295785,1,1
721030,3293.00072203205,22931875,1,1
721041,6520.34176184978,257245,1,1
721049,2078.73993468608,502027766,1,1
721050,5116.43103855887,695554,1,1
721061,3532.92852893925,23667672,1,1
721069,7612.50782106092,81056575,1,1
721070,1698.2509234065,57250799,1,1
721090,2115.46882346204,26580858,1,1
721113,6076.35074099006,1228779,1,1
721114,2517.94155316297,29280570,1,1
721119,2803.79459303824,101068893,1,1
721123,3886.93889408302,48797049,1,1
721129,3786.87735822161,37687217,1,1
721190,2685.27653189547,14126368,1,1
721210,5236.33794847568,2791431,1,1
721220,6163.42140739337,3021992,1,1
721230,3260.03169174521,73700660,1,1
721240,4567.5435323445,11561848,1,1
721250,2252.27795065468,25387908,1,1
721260,2285.68048020304,504361,1,1
721310,3416.17157051145,17221027,1,1
721320,7471.48583986859,8859049,1,1
721391,5535.20305959128,16570004,1,1
721399,5070.6542984385,7650449,1,1
721410,2889.14740600835,3134282,1,1
721420,2509.87907162034,30108650,1,1
721430,5234.1241007766,7415393,1,1
721491,1149.97200649702,14654413,1,1
721499,1488.07835801477,35007962,1,1
721510,2443.99725421856,7895012,1,1
721550,2360.83526327442,26182882,1,1
721590,2257.35173826198,25616907,1,1
721610,1297.95767126147,3517539,1,1
721621,2421.05677277985,19178595,1,1
721622,10000,198747,1,1
721631,1976.23868558888,26429207,1,1
721632,2720.80130704634,15529346,1,1
721633,2145.35601099233,220580814,1,1
721640,1790.40639018925,14518656,1,1
721650,1087.30876225798,1224185,1,1
721661,5201.01524654638,5774322,1,1
721669,3046.63264240289,111569,1,1
721691,2266.05727602101,4557734,1,1
721699,1594.29760547169,2311027,1,1
721710,1166.24371416998,18740726,1,1
721720,2040.87753488365,8828053,1,1
721730,4397.72806706751,9448714,1,1
721790,3253.49340816249,21622396,1,1
721810,7914.48404004531,13486386,1,1
721891,3137.14466166982,659150,1,1
721899,1680.14813167373,2758083,1,1
721911,3036.43970694811,645937,1,1
721912,2719.99111204801,10768289,1,1
721913,4602.05715024099,952932,1,1
721914,3878.64477470206,5328879,1,1
721921,2999.27743692214,37206701,1,1
721922,3435.21506272459,43307326,1,1
721923,2649.83865522406,2651096,1,1
721924,2873.46049821682,1477741,1,1
721931,3000.58253664899,5986563,1,1
721932,5008.03157146712,20418852,1,1
721933,3088.21865068923,112251109,1,1
721934,4236.14735512782,48047717,1,1
721935,3658.07832635586,10026712,1,1
721990,2682.32575911181,23465982,1,1
722011,2380.39135802516,5703904,1,1
722012,3138.8317463296,4513623,1,1
722020,2923.5099007166,68123641,1,1
722090,3444.32789839907,12500842,1,1
722100,2994.76295787334,3182581,1,1
722211,1753.85363479886,26834944,1,1
722219,1181.52716042709,8984894,1,1
722220,1828.08841026871,46597975,1,1
722230,1357.14937544844,15791072,1,1
722240,1223.57506457644,8738712,1,1
